Planting,Unique Planting,State,ID,Lab,Share Code,Source,Type,Store Name,Store Brand,Farmer,Farm Practices,Variety,Quality in field,Damage,Quality in lab,Color,Size cm,Brix,Dry Mass % (x 100),Polyphenols,Antioxidants,"Crop, Sodium (noisy)","Crop, Magnesium (noisy)","Crop, Aluminum","Crop, Silicon","Crop, Phosphorous","Crop, Sulfur","Crop, Chlorine","Crop, Potassium","Crop, Calcium","Crop, Manganese","Crop, Iron","Crop, Nickel","Crop, Copper","Crop, Zinc","Crop, Arsenic","Crop, Selenium","Crop, Molybdenum","Crop, Lead",Soil 0-10cm Organic Matter %,Soil 0-10cm Total Organic Carbon %,Soil 0-10cm pH,Soil 0-10cm Soil Respiration,"Soil 0-10cm, Sodium (noisy)","Soil 0-10cm, Magnesium (noisy)","Soil 0-10cm, Aluminum","Soil 0-10cm, Silicon %","Soil 0-10cm, Phosphorous","Soil 0-10cm, Sulfur","Soil 0-10cm, Potassium","Soil 0-10cm, Calcium","Soil 0-10cm, Titanium","Soil 0-10cm, Vanadium","Soil 0-10cm, Chromium","Soil 0-10cm, Manganese","Soil 0-10cm, Iron","Soil 0-10cm, Nickel","Soil 0-10cm, Copper","Soil 0-10cm, Zinc","Soil 0-10cm, Arsenic","Soil 0-10cm, Selenium","Soil 0-10cm, Rubidium","Soil 0-10cm, Strontium","Soil 0-10cm, Molybdenum","Soil 0-10cm, Lead",Soil 10-20cm Organic Matter %,Soil 10-20cm Total Organic Carbon %,Soil 10-20cm pH,Soil 10-20cm Soil Respiration,"Soil 10-20cm, Sodium (noisy)","Soil 10-20cm, Magnesium (noisy)","Soil 10-20cm, Aluminum","Soil 10-20cm, Silicon %","Soil 10-20cm, Phosphorous","Soil 10-20cm, Sulfur","Soil 10-20cm, Potassium","Soil 10-20cm, Calcium","Soil 10-20cm, Titanium","Soil 10-20cm, Vanadium","Soil 10-20cm, Chromium","Soil 10-20cm, Manganese","Soil 10-20cm, Iron","Soil 10-20cm, Nickel","Soil 10-20cm, Copper","Soil 10-20cm, Zinc","Soil 10-20cm, Arsenic","Soil 10-20cm, Selenium","Soil 10-20cm, Rubidium","Soil 10-20cm, Strontium","Soil 10-20cm, Molybdenum","Soil 10-20cm, Lead",Shipping time hrs,Processing time hrs,Total time hrs,Maturity days,Sweetness (0-5 scale),Flavor (0-5 scale),Overall Taste (0-5 scale),Juice Scan Device ID,Juice Scan 365nm,Juice Scan 385nm,Juice Scan 450nm,Juice Scan 500nm,Juice Scan 530nm,Juice Scan 587nm,Juice Scan 632nm,Juice Scan 850nm,Juice Scan 880nm,Juice Scan 940nm,Surface Scan Device ID,Surface Scan 365nm,Surface Scan 386nm,Surface Scan 450nm,Surface Scan 500nm,Surface Scan 530nm,Surface Scan 587nm,Surface Scan 632nm,Surface Scan 850nm,Surface Scan 880nm,Surface Scan 940nm
,,california,3029.3,Ann Arbor,0,store,carrot,whole_foods,unknown,,certified_organic,,none,,yes,orange,19,8.3,0.12,9.09,29.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-2.129999999999999,1.269999999999996,11.099999999999994,4.959999999999997,6.759999999999998,32.75,27.700000000000003,29.849999999999994,35.050000000000004,54.10000000000001,00:00:00:de,0.04681,-1.258,-2.842,-0.06909,3.060,38.22,39.26,49.29,60.75,44.74
,,california,3029.2,Ann Arbor,0,store,carrot,whole_foods,unknown,,certified_organic,,none,,yes,orange,20,8.3,0.144,8.38,39.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-2.009999999999998,0.8200000000000074,10.5,4.82,5.979999999999997,35.48,30.660000000000004,30.950000000000003,38.15,54.80000000000001,00:00:00:de,1.340,-0.03104,-1.224,1.713,4.332,47.05,51.11,62.82,80.66,51.03
,,california,3029c,Ann Arbor,0,store,spinach,whole_foods,lakeside_organic_gardens,,certified_organic,,damage,,rotten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,california,3029b,Ann Arbor,0,store,cherry_tomato,whole_foods,durst_organic_growers,,certified_organic local,,none,,rotten,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,,,,,,,,,,,,,,,,,,,,,,
,,california,3025,Ann Arbor,0,store,grape,whole_foods,anthonys_organic,,certified_organic local,,none,,yes,purple,16,,0.248,62.65,1135.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,,,,,,,,,,,,00:00:00:de,-4.595,-9.520,-9.700,0.3332,1.277,0.5283,3.285,13.53,14.97,15.24
,,california,3334,Ann Arbor,0,farm_market,lettuce,,,,certified_organic notill nospray biodynamic,,none,,yes,green,,1.4,0.032,16.71,248.98,,,,,,,,,,,,,,,0.00,0.01,-0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.78,22.84,97.62,,4,5,5,00:00:00:de,-2.969999999999999,-0.5300000000000011,10.099999999999994,5.52,8.690000000000005,13.240000000000002,8.439999999999998,38.720000000000006,36.99,66.86999999999999,00:00:00:de,0.6756,2.324,6.609,7.363,19.07,19.16,11.46,56.03,66.55,68.23
,,california,3333,Ann Arbor,0,farm_market,kale,,,,certified_organic notill nospray biodynamic,,none,,yes,green yellow,,9.1,0.142,160.09,12414.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.46,119.07,192.52999999999997,,3,5,5,00:00:00:de,-2.9300000000000033,-1.3900000000000006,10.299999999999997,5.390000000000001,7.019999999999996,8.329999999999998,4.150000000000006,28.689999999999998,39.449999999999996,46.89999999999999,00:00:00:de,-0.2877,-0.8550,5.373,5.859,13.51,13.13,8.427,43.91,48.38,57.96
,,california,3339,Ann Arbor,0,farm_market,carrot,,,,certified_organic notill nospray biodynamic,,none,,yes,orange yellow,28,7,0.106,21.44,68.53,,,,,,,,,,,,,,,0.00,0.02,-0.03,-0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.49,430.26,525.75,,4,4,4,00:00:00:de,-4.09,-2.5,7.900000000000006,6.8899999999999935,9.21,21.590000000000003,20.89,30.689999999999998,34.660000000000004,59.29999999999998,00:00:00:de,0.5084,2.611,5.508,6.127,17.70,30.52,24.26,32.58,42.18,37.69
,,california,3340,Ann Arbor,0,farm_market,lettuce,,,,certified_organic notill nospray biodynamic,red_butter,none,,yes,green purple,,,0.047,38.12,901.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.27,186.21,281.48,,5,5,5,,,,,,,,,,,,00:00:00:de,-1.963,-4.937,-2.001,1.257,2.189,3.874,7.647,54.96,66.96,57.61
,,new_york,3315,Ann Arbor,0,farm_market,kale,,,,certified_organic,,none,,yes,green yellow,,5.2,0.113,68.01,29330.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.58,261.49,313.07,,3,5,4,00:00:00:de,-2.4700000000000024,0.21000000000000796,11.400000000000006,6.769999999999996,9.54,14.550000000000004,8.89,27.539999999999992,35.63000000000001,47.19999999999999,00:00:00:de,2.059,2.850,13.59,15.85,26.55,36.83,27.83,55.98,65.78,54.41
,,north_carolina,3519,Ann Arbor,0,store,carrot,trader_joes,trader_joes,,none,,none,,yes,orange,18,4,0.096,8.7,58.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.31,339.33,427.64,,3,4,4,00:00:00:de,-2.1099999999999994,1.1899999999999977,9.600000000000009,5.280000000000001,6.75,31.89,27.72,32.52000000000001,39.11,56.19999999999999,00:00:00:de,4.561,4.492,2.788,2.836,4.901,44.29,47.02,56.25,70.89,53.21
,,north_carolina,3537,Ann Arbor,0,store,carrot,trader_joes,trader_joes,,none,,,,yes,orange,14,4,0.1,7.65,73.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.31,338.92,427.23,,3,4,4,00:00:00:de,-2.289999999999999,1.8100000000000023,8.599999999999994,4.209999999999997,5.600000000000001,30.299999999999997,26.229999999999997,32.709999999999994,35.31999999999999,58.599999999999994,00:00:00:de,3.156,2.308,0.9896,2.119,4.161,45.08,47.70,54.45,74.44,50.21
,,north_carolina,3556,Ann Arbor,0,farm_market,grape,,,,nospray,scuppernong,none,,yes,green,25,15.3,0.174,103.92,14996.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.81,80.53,150.34,,,,,00:00:00:de,1.8000000000000007,20.460000000000008,76.6,29.62,37.510000000000005,46.75999999999999,37.88,52.32999999999999,46.349999999999994,85.3,00:00:01:2f,-324.8,-136.3,-24.92,-4.970,-4.077,-5.933,-7.084,-9.679,-26.62,-8.387
,,north_carolina,3557,Ann Arbor,0,farm_market,grape,,,,nospray,scuppernong,,,yes,green,27,15.9,0.178,111.75,18473.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.81,80.2,150.01,,,,,00:00:00:de,2.1499999999999986,22.58,83.10000000000001,31.71,40.55,50.1,41.26,56.61,51.959999999999994,93.10000000000001,00:00:01:2f,-274.2,-109.6,-21.46,-6.856,-5.726,-8.081,-10.19,-35.88,-58.52,-28.80
,,north_carolina,3558,Ann Arbor,0,farm_market,grape,,,,nospray,scuppernong,,,yes,green,29,14.8,0.168,91.02,9891.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.81,152.36,222.17000000000002,,,,,00:00:00:de,1.3499999999999979,14.350000000000001,55.89999999999999,25.19,31.92,39.98,32.160000000000004,47.05,44.690000000000005,77.30000000000001,00:00:01:2f,-75.57,-29.65,-5.487,2.914,4.604,5.389,3.781,9.941,9.181,10.86
,,washington,3468,Ann Arbor,0,farm_market,kale,,,,certified_organic cover_crops,redbor,none,,rotten,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,canada,3469,Ann Arbor,0,farm_market,carrot,,,,biodynamic cover_crops notill,sugarsnax,none,,yes,orange,27,7.2,0.094,19.2,50.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,00:00:00:de,-4.059999999999999,-2.3800000000000026,4.319999999999993,3.3599999999999994,2.039999999999999,18.07,17.060000000000002,23,31.689999999999998,45.5,00:00:00:de,-1.697,-6.830,-10.44,-0.08470,-4.257,28.17,33.99,47.37,53.72,42.71
,,maine,2363.1,Ann Arbor,0,store,carrot,hannaford,,,none,,none,,yes,orange,29,8.4,0.106,7.98,50.66,,,,,,,,,,,,,,,0.00,0.01,0.00,-0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.1499999999999986,-0.39000000000000057,9.299999999999997,4.289999999999996,5,25.629999999999995,23.15,30.810000000000002,36.650000000000006,54.230000000000004,00:00:00:de,2.356,2.045,3.400,4.012,7.441,50.18,52.24,59.21,78.61,46.76
,,maine,2363.2,Ann Arbor,0,store,carrot,hannaford,,,none,,none,,yes,orange,30,6.4,0.095,13.53,94.84,,,,,,,,,,,,,,,0.00,0.02,-0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-2.5500000000000007,0.6800000000000068,11.400000000000006,4.189999999999998,5.609999999999999,28.460000000000008,25.60000000000001,35.53999999999999,40.48,61.69999999999999,00:00:00:de,3.949,4.617,4.173,3.284,7.182,54.28,55.39,63.86,84.47,55.52
,,maine,2363.3,Ann Arbor,0,store,carrot,hannaford,,,none,,none,,yes,orange,26,,0.116,26.41,82.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,3.721,4.806,2.896,3.299,6.953,54.88,54.71,67.46,85.48,51.82
,,maine,2364,Ann Arbor,0,store,spinach,hannaford,hannaford,,none,,none,,yes,green,,4.2,0.07,130.58,1266.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5,51.65,161.15,,,,,00:00:00:de,-2.9899999999999984,-0.7199999999999989,9.299999999999997,3.8299999999999983,3.1199999999999974,4.589999999999996,2.3800000000000026,26,31.32,48.900000000000006,00:00:00:de,-0.1789,-1.156,6.101,4.565,9.317,8.565,5.353,58.51,66.10,65.82
,,maine,2362,Ann Arbor,0,store,carrot,hannaford,hannaford,,certified_organic,,none,,yes,orange,33,8.6,0.146,6.94,55.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.98,148.23,281.21,,,,,00:00:00:de,-3.599999999999998,-1.210000000000008,6.699999999999989,3.9899999999999984,4.550000000000004,26,22.53,18.460000000000008,27.36999999999999,43.79999999999998,00:00:00:de,2.069,2.598,1.019,2.020,4.979,47.03,49.19,60.60,74.97,62.42
,,maine,2361,Ann Arbor,0,store,spinach,hannaford,hannaford,,certified_organic,,none,,yes,green,,6,0.096,106.04,208.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.92,27.46,160.38,,,,,00:00:00:de,-3.030000000000001,-0.3200000000000074,9.5,3.3200000000000003,2.7099999999999937,4.160000000000004,1.8099999999999952,23.47,27.479999999999997,47.56999999999999,00:00:00:de,1.118,1.330,6.164,5.867,11.05,11.10,6.944,56.03,65.30,57.01
,,maine,2365,Ann Arbor,0,farm_market,cherry_tomato,,,,certified_organic cover_crops,,none,,yes,red,21,12.3,0.098,32.74,4839.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.15,78.57,187.72,,,,,00:00:00:de,-2.5700000000000003,1.0499999999999972,12.900000000000006,6.270000000000003,7.149999999999999,20.56000000000001,25.39999999999999,32.03999999999999,33.82,56.30000000000001,00:00:01:2f,-278.9,-117.3,-28.71,-3.758,-3.894,2.457,12.40,23.25,22.71,21.37
,,maine,2366,Ann Arbor,0,farm_market,cherry_tomato,,,,certified_organic cover_crops,,,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,maine,2367,Ann Arbor,0,farm_market,cherry_tomato,,,,certified_organic cover_crops,,,,yes,red orange,28,7.4,0.094,40.4,5895.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.15,78.89,188.04000000000002,,,,,00:00:00:de,-2.16,1.6200000000000045,13.64,6.609999999999999,7.580000000000005,21.1,23.990000000000002,29.560000000000002,31.28000000000001,54.86999999999999,00:00:01:2f,-275.1,-126.6,-31.37,-2.468,-2.631,2.880,11.45,20.98,20.18,14.73
,,maine,2368.1,Ann Arbor,0,farm_market,lettuce,,,,certified_organic,,spotted,,yes,green white,,1.9,0.043,115.42,1209.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.080000000000002,-0.7199999999999989,9.600000000000009,4.390000000000001,4.5,11,9.120000000000005,35.67999999999999,37.03,68.50000000000001,00:00:00:de,1.968,5.109,14.85,17.03,27.53,32.35,23.18,53.27,61.57,62.36
,,maine,2368.2,Ann Arbor,0,farm_market,lettuce,,,,certified_organic,,spotted,,yes,green white,,,0.038,21.61,486.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,3.719,11.05,19.39,20.38,31.25,37.15,27.60,54.79,63.18,65.19
,,maine,2368.3,Ann Arbor,0,farm_market,lettuce,,,,certified_organic,,spotted,,yes,green white,,,0.043,8.1,300.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,3.052,8.706,18.25,19.36,29.59,33.77,24.83,51.05,64.91,59.25
,,maine,2369.1,Ann Arbor,0,farm_market,spinach,,,,certified_organic,,none,,yes,green,,2.1,0.072,40.15,1235.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-5.269999999999996,-3.6499999999999986,5.599999999999994,1.9399999999999977,2.3700000000000045,2.6300000000000026,0.3200000000000003,27.900000000000006,33.379999999999995,48.07000000000001,00:00:00:de,-4.904,-6.037,-3.527,0.4414,6.342,4.475,0.9786,45.94,58.27,40.04
,,maine,2369.2,Ann Arbor,0,farm_market,spinach,,,,certified_organic,,none,,yes,green,,4.7,0.09,58.16,695.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-3.870000000000001,-2.0700000000000003,8.200000000000003,2.6800000000000033,2.1099999999999994,2.8100000000000023,0.9100000000000037,20.679999999999993,28.04,41.390000000000015,00:00:00:de,-1.148,-2.078,2.037,2.492,6.897,4.875,2.152,51.63,63.03,56.24
,,maine,2370,Ann Arbor,0,farm_market,carrot,,,,certified_organic,,none,,yes,orange,24,7.1,0.082,16.96,73.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.69,171.6,281.28999999999996,,,,,00:00:00:de,-3.879999999999999,-1.529999999999994,5.040000000000006,3.5500000000000007,3.780000000000001,26.860000000000007,23.93,30.730000000000004,35.65,53.19999999999999,00:00:00:de,2.626,3.304,0.4829,1.946,4.333,37.42,35.24,44.26,53.22,45.56
,,maine,2382,Ann Arbor,0,store,lettuce,hannaford,,,none,,none,,rotten,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.64,22.63,132.27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,new_york,3314.1,Ann Arbor,0,store,carrot,pats_market,grimmway_farms,,other bakersfield_california,,pest,,yes,orange,32,9.6,0.138,11.69,102.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,00:00:00:de,-2.5199999999999996,0.6900000000000048,8.899999999999991,4.68,6.239999999999995,32.92999999999999,28.31000000000001,27.5,35.95,48.80000000000001,00:00:00:de,3.978,5.067,4.633,4.400,8.447,49.89,49.64,56.95,77.42,49.92
,,new_york,3314.2,Ann Arbor,0,store,carrot,pats_market,grimmway_farms,,other bakersfield_california,,pest,,yes,orange,33,9.4,0.127,14.65,100.33,,,,,,,,,,,,,,,0.00,0.02,-0.00,-0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,00:00:00:de,-2.41,0.7099999999999937,9.400000000000006,4.82,5.960000000000001,29.019999999999996,25.979999999999997,26.91000000000001,34.56999999999999,48.170000000000016,00:00:00:de,2.499,3.952,3.536,3.744,7.605,48.98,50.61,60.52,80.16,49.31
,,new_york,3314.3,Ann Arbor,0,store,carrot,pats_market,grimmway_farms,,other bakersfield_california,,pest,,yes,orange,32,9,0.129,6.71,41.79,,,,,,,,,,,,,,,0.00,0.02,-0.01,-0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,00:00:00:de,-2.2399999999999984,0.960000000000008,9.5,4.849999999999994,6.159999999999997,30.939999999999998,27.759999999999998,27.60000000000001,35.459999999999994,48.599999999999994,00:00:00:de,3.561,4.262,2.587,4.163,7.954,53.29,56.35,66.04,89.06,51.50
,,new_york,3303.1,Ann Arbor,0,farm_market,carrot,,,,,,none,,yes,orange,24,7.4,0.102,8.01,70.96,,,,,,,,,,,,,,,0.00,0.01,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,-1.5199999999999996,1.3499999999999943,11.399999999999991,5.149999999999999,6.589999999999996,33.14000000000001,28.369999999999997,27.00999999999999,33.36000000000001,50.60000000000001,00:00:00:de,2.772,0.9466,0.5147,3.435,6.646,51.79,51.38,64.69,84.28,52.83
,,new_york,3303.2,Ann Arbor,0,farm_market,carrot,,,,,,none,,yes,orange,24,4.3,0.088,7.51,39.98,,,,,,,,,,,,,,,0.00,0.02,-0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,0.370000000000001,4.789999999999992,12.870000000000005,5.439999999999998,7.399999999999999,35.160000000000004,30.200000000000003,37.08,36.74,63.89999999999999,00:00:00:de,3.293,3.195,2.313,2.386,6.970,47.54,44.60,52.92,73.33,47.60
,,new_york,3303.3,Ann Arbor,0,farm_market,carrot,,,,,,none,,yes,orange,27,3.9,0.082,11.19,44.52,,,,,,,,,,,,,,,0.00,0.02,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,0.8599999999999994,5.890000000000001,13.599999999999994,6.039999999999999,9.389999999999993,36.980000000000004,31.04999999999999,36.65,37.93,64.94000000000001,00:00:00:de,3.040,2.750,1.361,1.946,8.541,54.82,50.00,59.37,81.28,46.73
,,new_york,3367,Ann Arbor,0,store,cherry_tomato,pats_market,unknown,,none,,none,,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,,,,,,,,,,,,,,,,,,,,,,
,,ohio,3273,Ann Arbor,0,store,kale,heinens,boskovich_farms,,certified_organic,lacinato,damage,,yes,green,,,0.133,129.44,16532.1,,,,,,,,,,,,,,,0.00,0.05,0.04,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.11,26.17,259.28000000000003,,1,2,2,,,,,,,,,,,,00:00:00:de,1.543,1.894,5.322,4.985,8.470,8.476,5.071,55.99,66.03,58.95
,,ohio,3274,Ann Arbor,0,store,kale,heinens,boskovich_farms,,certified_organic,lacinato,,,yes,green,,10.9,0.146,240.41,1556.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.11,6.59,239.70000000000002,,1,2,2,00:00:00:de,-3.0599999999999987,-0.730000000000004,8.899999999999991,3.960000000000001,3.299999999999997,5.060000000000002,2.6300000000000026,24.61,32.7,43.30000000000001,00:00:00:de,-0.01162,-1.189,1.663,3.853,6.799,7.764,4.789,48.88,59.21,52.39
,,ohio,3275,Ann Arbor,0,store,kale,heinens,boskovich_farms,,certified_organic,lacinato,,,yes,green,,10.3,0.146,,10660.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.11,7.21,240.32000000000002,,1,2,2,00:00:00:de,-2.919999999999998,-0.2599999999999909,9.100000000000009,4.280000000000001,3.8699999999999974,5.579999999999998,2.9499999999999957,26.939999999999998,35.48,45.19999999999999,00:00:00:de,0.5166,-0.1206,3.677,4.651,8.489,9.795,6.301,40.17,51.09,43.47
,,ohio,3276,Ann Arbor,0,store,cherry_tomato,heinens,green_field_farms,,certified_organic,,none,,yes,red,24,6.8,0.083,24.61,858.69,,,,,,,,,,,,,,,0.00,0.01,-0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.6,28.34,122.94,,4,4,4,00:00:00:de,-1.6699999999999982,3.819999999999993,18.5,9.920000000000002,12.649999999999999,28.020000000000003,30.019999999999996,40.17999999999999,39.42,67.6,00:00:01:2f,-247.2,-118.2,-31.16,-4.344,-4.642,-0.07603,5.284,16.17,13.71,15.87
,,ohio,3277,Ann Arbor,0,store,cherry_tomato,heinens,green_field_farms,,certified_organic,,,,yes,red,27,4.7,0.075,24.99,910.27,,,,,,,,,,,,,,,0.00,0.01,-0.00,-0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.6,28.97,123.57,,4,4,4,00:00:00:de,-0.9899999999999984,5.799999999999997,22.200000000000003,11.39,15.350000000000001,29.979999999999997,30.32,41.56999999999999,38.49,69.57,00:00:01:2f,-306.9,-146.7,-38.06,-5.485,-5.828,-2.282,2.862,9.444,-0.5568,4.167
,,ohio,3278,Ann Arbor,0,store,cherry_tomato,heinens,green_field_farms,,certified_organic,,,,yes,red,25,5.3,0.085,29.09,928.49,,,,,,,,,,,,,,,0.00,0.01,-0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.6,28.66,123.25999999999999,,4,4,4,00:00:00:de,-1.2800000000000011,5.179999999999993,20.89999999999999,10.799999999999997,13.829999999999998,29.22,31.060000000000002,41.19,39.53999999999999,69.6,00:00:01:2f,-359.9,-159.9,-40.82,-7.028,-6.893,-3.312,0.3677,3.535,-3.265,-2.774
,,connecticut,2547.1,Ann Arbor,0,store,lettuce,stop_and_shop,happy_valley_organics,,local certified_organic,,damage,,yes,green,,,0.06,21.57,554.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00:de,3.141,5.435,11.72,15.87,26.33,28.01,19.67,55.96,66.65,60.00
